valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,artists_song
0.532,2000,0.0112,The Beatles,0.386,425653,0.607,0,0aym2LBJBk9DAYuHHutrIl,1.3800000000000008e-05,10,0.088,-7.7,1,Hey Jude - Remastered 2015,76,0.0261,147.207,The Beatles - Hey Jude - Remastered 2015
0.866,2000,0.386,The Beatles,0.49,145747,0.715,0,4pbG9SUmWIvsROVLF0zF9s,0.0,7,0.311,-5.549,1,I Want To Hold Your Hand - Remastered 2015,73,0.0476,130.726,The Beatles - I Want To Hold Your Hand - Remastered 2015
0.435,2000,0.00118,Lifehouse,0.541,216067,0.8640000000000001,0,0wqOReZDnrefefEsrIGeR4,0.0,1,0.0896,-4.915,1,Hanging By A Moment,65,0.0357,124.557,Lifehouse - Hanging By A Moment
0.299,2000,0.0466,Linkin Park,0.58,208960,0.7020000000000001,0,57BrRMwf9LrcmuOsyGilwr,3.2e-06,4,0.536,-5.565,1,Crawling,73,0.0337,105.076,Linkin Park - Crawling
0.915,2000,0.0281,OutKast,0.725,240027,0.64,1,6glsMWIMIxQ4BedzLqGVi4,0.0,5,0.099,-7.905,0,"So Fresh, So Clean",68,0.332,166.028,"OutKast - So Fresh, So Clean"
0.885,2000,0.627,Sam Cooke,0.691,125440,0.507,0,2g2GkH3vZHk4lWzBjgQ6nY,0.0,11,0.457,-10.23,1,(What A) Wonderful World,72,0.0343,128.518,Sam Cooke - (What A) Wonderful World
0.7090000000000001,2000,0.00591,Limp Bizkit,0.603,213760,0.933,1,3IV4swNduIRunHREK80owz,0.0,1,0.206,-3.358,1,Rollin' (Air Raid Vehicle),74,0.171,96.306,Limp Bizkit - Rollin' (Air Raid Vehicle)
0.807,2000,0.116,Shaggy,0.74,235133,0.7659999999999999,0,7FDV5ELOJHCGLe52AnttEd,0.0,6,0.0406,-2.939,1,Angel,72,0.178,170.53099999999995,Shaggy - Angel
0.315,2000,0.144,Eminem,0.785,290427,0.871,1,23wfXwnsPZYe5A1xXRHb3J,0.0,4,0.309,-2.692,0,The Way I Am,71,0.265,87.24799999999998,Eminem - The Way I Am
0.179,2000,0.000249,Deftones,0.269,299533,0.853,0,51c94ac31swyDQj9B3Lzs3,0.000246,7,0.118,-4.647,0,Change (In the House of Flies),68,0.0854,141.58100000000005,Deftones - Change (In the House of Flies)
0.6609999999999999,2000,0.00022,Linkin Park,0.524,184867,0.939,0,1Vej0qeQ3ioKwpI6FUbRv1,0.0,9,0.623,-3.994,1,Papercut,72,0.113,150.184,Linkin Park - Papercut
0.908,2000,0.0407,*NSYNC,0.636,192427,0.873,0,2AW37v0bDyuOzGP3XnmFuA,1.27e-06,0,0.0372,-4.672,0,It's Gonna Be Me,66,0.071,165.071,*NSYNC - It's Gonna Be Me
0.7020000000000001,2000,0.1689999999999999,Britney Spears,0.669,255400,0.843,0,0YWUHZPJVg4iujddsJDwhM,0.0,0,0.195,-3.766,1,My Only Wish (This Year),72,0.0268,147.08,Britney Spears - My Only Wish (This Year)
0.454,2000,0.014,U2,0.539,246400,0.926,0,1VuBmEauSZywQVtqbxNqka,0.00136,2,0.36,-6.495,1,Beautiful Day,64,0.0499,136.279,U2 - Beautiful Day
0.675,2000,0.778,Sam Cooke,0.523,162533,0.402,0,0WVTQp3SOCuMr08jh1jweV,0.0,0,0.4320000000000001,-8.232999999999999,1,Bring It On Home to Me,68,0.0305,70.863,Sam Cooke - Bring It On Home to Me
0.967,2000,0.16,Ludacris,0.915,275907,0.79,1,4LwOrnuxJwR7C5Sw4liY4Z,0.0,6,0.112,-3.1860000000000004,0,What's Your Fantasy (Featuring Shawna),64,0.207,140.095,Ludacris - What's Your Fantasy (Featuring Shawna)
0.475,2000,1.74e-05,Godsmack,0.395,304373,0.7559999999999999,1,6xXlurslWqFuyqTCBlErzX,0.00665,7,0.319,-4.12,1,Awake,66,0.0544,112.092,Godsmack - Awake
0.701,2000,0.0687,Christina Aguilera,0.575,241507,0.7440000000000001,0,32h59T8q2SonUPJ006lyXt,0.0,1,0.0723,-5.466,1,This Christmas,67,0.0603,183.79,Christina Aguilera - This Christmas
0.304,2000,3.45e-05,A Perfect Circle,0.366,247267,0.894,1,5KDNFlHAdDJ84fhK27c35X,0.17,11,0.267,-4.682,0,Judith,66,0.0568,82.305,A Perfect Circle - Judith
0.472,2000,0.915,Sam Cooke,0.5770000000000001,162467,0.254,0,5aivQ5CkXXHJoMLy0o92HL,0.0,4,0.136,-10.13,0,You Send Me,64,0.0302,96.77,Sam Cooke - You Send Me
0.677,2000,0.155,Eminem,0.897,264400,0.5589999999999999,1,5eGEc27nnhtmcOh6RC890a,0.000127,11,0.296,-8.267999999999999,1,Kill You,69,0.379,106.991,Eminem - Kill You
0.599,2000,0.26,Joe,0.725,296693,0.487,0,1m2xMsxbtxv21Brome189p,1.09e-05,8,0.431,-5.959,0,I Wanna Know,65,0.0368,136.086,Joe - I Wanna Know
0.609,2000,0.02,Limp Bizkit,0.5760000000000001,272973,0.8640000000000001,1,2gSVKxPDww9Eep5rdvtdem,1.68e-06,6,0.6829999999999999,-3.981,1,My Way,71,0.0462,97.225,Limp Bizkit - My Way
0.466,2000,0.354,*NSYNC,0.55,284760,0.5870000000000001,0,46n2EGFnPC3tzWCN1Aqe26,0.0,2,0.128,-6.279,1,This I Promise You,70,0.0329,165.975,*NSYNC - This I Promise You
0.7909999999999999,2000,0.0024,Ja Rule,0.831,262827,0.79,1,0OvwzS8FX73Bw7ykMRmffU,0.0,1,0.0515,-4.714,0,Put It On Me,64,0.165,93.14,Ja Rule - Put It On Me
0.1639999999999999,2000,0.871,Christina Aguilera,0.244,243133,0.274,0,0iV9yfj1knFNOSEiuTHZwl,1.18e-05,8,0.0897,-10.433,1,Have Yourself a Merry Little Christmas,66,0.04,68.53399999999999,Christina Aguilera - Have Yourself a Merry Little Christmas
0.769,2000,0.00184,Rage Against The Machine,0.6509999999999999,274160,0.908,0,5YBVDvTSSSiqv7KZDeUlXA,0.000579,2,0.384,-4.019,1,Renegades Of Funk,66,0.0577,123.851,Rage Against The Machine - Renegades Of Funk
0.653,2000,0.0555,OutKast,0.746,304227,0.978,1,3WibbMr6canxRJXhNtAvLU,4.11e-05,9,0.026,-5.324,1,B.O.B. - Bombs Over Baghdad,64,0.0978,153.809,OutKast - B.O.B. - Bombs Over Baghdad
0.361,2000,0.4270000000000001,Matchbox Twenty,0.544,274933,0.659,0,2f5N826udWfjT9iomeaBJt,1.33e-06,9,0.126,-7.191,1,If You're Gone,66,0.0298,109.933,Matchbox Twenty - If You're Gone
0.816,2000,0.48,Erykah Badu,0.753,238733,0.472,0,7pv80uUHfocFqfTytu1MVi,0.0133,3,0.284,-9.761,0,Didn't Cha Know,64,0.121,135.27700000000002,Erykah Badu - Didn't Cha Know
0.213,2000,0.841,Enya,0.418,218547,0.249,0,6FLwmdmW77N1Pxb1aWsZmO,0.6609999999999999,3,0.112,-13.744000000000002,1,Only Time,71,0.0301,82.803,Enya - Only Time
0.561,2000,0.000916,Mindless Self Indulgence,0.63,163707,0.76,1,09RhTAi0nuzCs5KS2XWSs5,0.000856,1,0.0766,-10.347,1,Faggot,65,0.115,152.042,Mindless Self Indulgence - Faggot
0.779,2000,0.0783,Eminem,0.918,288200,0.586,1,7lgvU7WnwcNZ8dbGUz8yhP,0.0,1,0.145,-2.89,1,Bitch Please II,69,0.133,95.517,Eminem - Bitch Please II
0.271,2000,9.62e-05,Mudvayne,0.623,162293,0.983,0,7vrLphPq4yjaX7jiDdd2Nc,0.0617,11,0.261,-3.548,0,Dig,63,0.151,134.975,Mudvayne - Dig
0.518,2000,0.252,Backstreet Boys,0.575,230093,0.7859999999999999,0,35o9a4iAfLl5jRmqMX9c1D,0.0,9,0.159,-4.353,1,Shape of My Heart,73,0.0296,96.102,Backstreet Boys - Shape of My Heart
0.504,2000,0.5539999999999999,Joan Sebastian,0.5720000000000001,207586,0.433,0,7jtbRKtXtGtsJOBMaBo72W,7.37e-05,5,0.108,-8.086,1,Me Gustas,71,0.0294,145.375,Joan Sebastian - Me Gustas
0.0635,2000,0.8270000000000001,Radiohead,0.157,222600,0.145,0,4DPQvbgSM0IdX4O3HOACwL,0.8859999999999999,6,0.109,-21.359,1,Treefingers,63,0.0354,138.305,Radiohead - Treefingers
0.968,2000,0.523,Los Tucanes De Tijuana,0.92,162840,0.629,0,1yxJIFPhP2EqnQ6oWJKbmP,0.0,10,0.116,-4.717,1,Mis Tres Viejas,64,0.0343,98.865,Los Tucanes De Tijuana - Mis Tres Viejas
0.627,2000,0.0849,Sade,0.653,274933,0.429,0,7H3ojI1BsVy0dEJENqMt1k,0.00371,11,0.0693,-10.473,1,By Your Side,68,0.0297,146.07299999999995,Sade - By Your Side
0.607,2000,0.138,Nelly Furtado,0.622,243160,0.608,0,4sUoWHVnJl8z3t4zdqf6xB,5.38e-06,10,0.273,-5.085,1,I'm Like A Bird,61,0.036,89.661,Nelly Furtado - I'm Like A Bird
0.195,2000,0.189,Coldplay,0.565,273427,0.546,0,0R8P9KfGJCDULmlEoBagcO,0.0015,11,0.17,-7.496,0,Trouble,72,0.0314,139.757,Coldplay - Trouble
0.5539999999999999,2000,0.404,Musiq Soulchild,0.754,251427,0.376,0,5jgEJXjECdlhzNgfITSTVm,0.0,0,0.358,-7.561,1,Just Friends (Sunny),59,0.204,95.018,Musiq Soulchild - Just Friends (Sunny)
0.512,2000,0.0175,Limp Bizkit,0.425,321040,0.852,0,2avKuMN2QXkaG9vvHa2JLt,0.306,11,0.0935,-5.607,1,Take A Look Around,72,0.046,101.968,Limp Bizkit - Take A Look Around
0.457,2000,0.0144,Linkin Park,0.603,184640,0.908,0,5rAxhWcgFng3s570sGO2F8,0.0,11,0.6709999999999999,-5.254,1,A Place for My Head,66,0.184,133.063,Linkin Park - A Place for My Head
0.892,2000,0.00919,Three 6 Mafia,0.944,261973,0.8390000000000001,1,2EduiM2UNwjCC7PsLxnOCH,0.0,11,0.0921,-4.141,1,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),58,0.108,136.019,Three 6 Mafia - Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat)
0.8420000000000001,2000,0.128,Britney Spears,0.7070000000000001,203000,0.923,0,5QhBKPqsnX1uY9fZNaAtZg,0.000437,11,0.273,-3.957,1,Stronger,66,0.0521,108.049,Britney Spears - Stronger
0.223,2000,0.00188,Deftones,0.345,368667,0.797,0,7IoK6jZBxY7NMoQPoPXZCF,0.0668,0,0.145,-6.152,1,Passenger,62,0.0551,117.987,Deftones - Passenger
0.624,2000,0.76,Joan Sebastian,0.569,273009,0.483,0,47PiSg7z5qjUyEGKN4I1g7,4.75e-05,2,0.106,-7.1110000000000015,1,Secreto De Amor,67,0.0421,96.502,Joan Sebastian - Secreto De Amor
0.836,2000,0.0492,Phoenix,0.755,266600,0.5529999999999999,0,3AA8xNhDC0MpqwkGX3EP5V,0.00607,6,0.0646,-9.449,0,If I Ever Feel Better,66,0.107,119.7,Phoenix - If I Ever Feel Better
0.542,2000,0.0263,Mindless Self Indulgence,0.696,165693,0.72,1,7wwLxmUVLCfySaJ0fdyelI,0.0647,9,0.192,-6.803999999999999,1,Bitches,61,0.0976,95.897,Mindless Self Indulgence - Bitches
0.4270000000000001,2000,0.03,Linkin Park,0.512,200240,0.97,0,5egqKwgK5r5rvGD1LrtR7J,0.0,8,0.0994,-3.886,0,Points of Authority,66,0.212,94.952,Linkin Park - Points of Authority
0.966,2000,0.262,Britney Spears,0.765,206227,0.7909999999999999,0,2TTYIwTM2iLC1YOyHuhRMt,0.000154,8,0.0669,-5.7070000000000025,1,Lucky,65,0.0317,95.026,Britney Spears - Lucky
0.912,2000,0.26,The Beatles,0.377,140920,0.916,0,6nEkxYIEnrbYH7h1hJ8Xn6,0.0,4,0.074,-3.199,0,She Loves You - Mono / Remastered,67,0.0481,75.533,The Beatles - She Loves You - Mono / Remastered
0.629,2000,0.222,Los Tucanes De Tijuana,0.665,164467,0.599,0,587p8shYuTXUhThG3t9x60,0.0,7,0.123,-5.082,1,El Amor Soñado,63,0.0264,142.975,Los Tucanes De Tijuana - El Amor Soñado
0.186,2000,0.992,Frédéric Chopin,0.225,259493,0.0047,0,2MSgFefjK0T7Iwjvr3OKqV,0.8809999999999999,1,0.0722,-30.928,0,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",66,0.0509,163.665,"Frédéric Chopin - Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth."
0.406,2000,0.0732,Nelly,0.8340000000000001,285907,0.481,1,4bUfMNNmiCmPXVyWzIfKeZ,0.0,2,0.0934,-7.824,0,E.I.,59,0.188,89.84899999999998,Nelly - E.I.
0.508,2000,0.112,Jagged Edge,0.721,244053,0.836,0,3VEZvzr84WVnoorZ4tlBSw,0.0,8,0.235,-3.972,0,He Can't Love U,59,0.206,126.279,Jagged Edge - He Can't Love U
0.0623,2000,0.6990000000000001,Radiohead,0.293,251427,0.462,0,5AiNZnMDCWwujIENPj9PV9,0.0444,5,0.0954,-11.412,0,Everything In Its Right Place,65,0.0453,124.004,Radiohead - Everything In Its Right Place
0.211,2000,0.00383,A Perfect Circle,0.518,219640,0.7440000000000001,0,5kHkaBN8OEQlmXfQkACxSt,0.0069999999999999,9,0.078,-8.248,1,3 Libras,60,0.0374,144.019,A Perfect Circle - 3 Libras
0.8009999999999999,2000,0.301,JAY-Z,0.8,227867,0.922,1,0s46SltT4On0Z6kglK1I5c,9.31e-06,4,0.0352,-5.125,0,I Just Wanna Love U (Give It 2 Me),60,0.24,98.631,JAY-Z - I Just Wanna Love U (Give It 2 Me)
0.453,2000,0.206,Coldplay,0.602,136867,0.612,0,2QhURnm7mQDxBb5jWkbDug,0.00607,0,0.107,-8.408999999999999,1,Don't Panic,65,0.0335,122.062,Coldplay - Don't Panic
0.614,2000,5.59e-05,The Offspring,0.491,202573,0.966,0,6hwQ69v7VbPhTTR2fOtYX7,0.0,4,0.307,-4.28,1,Want You Bad,67,0.0538,105.544,The Offspring - Want You Bad
0.34,2000,0.517,Joan Sebastian,0.594,199483,0.39,0,5susfx6SX1tebTCLSxe74K,0.0,9,0.118,-9.174,1,Un Idiota,66,0.0396,85.366,Joan Sebastian - Un Idiota
0.446,2000,0.0142,Linkin Park,0.636,183973,0.884,0,6xtQ23d8GEXgcxyUKPtwc5,0.0,7,0.253,-4.743,1,Runaway,64,0.0584,109.16,Linkin Park - Runaway
0.504,2000,0.00122,Deftones,0.338,255373,0.8590000000000001,0,2jSJm3Gv6GLxduWLenmjKS,0.211,4,0.0936,-4.938,0,Digital Bath,61,0.0824,92.966,Deftones - Digital Bath
0.28,2000,0.0617,Jill Scott,0.713,280973,0.541,0,1CeizRCGEYPWooEeVfmyFL,0.000137,6,0.112,-9.295,0,A Long Walk,55,0.248,75.714,Jill Scott - A Long Walk
0.259,2000,0.00573,Switchfoot,0.426,247893,0.8809999999999999,0,4x3381mYJqptPqT6OKUfmu,0.0693,4,0.389,-4.526,1,Dare You To Move,59,0.0404,139.986,Switchfoot - Dare You To Move
0.443,2000,0.984,Gillian Welch,0.688,237867,0.26,0,4rJtUMlnhJzlzlnxyoc3tb,0.0247,2,0.112,-13.686,1,I'll Fly Away,57,0.0349,102.935,Gillian Welch - I'll Fly Away
0.389,2000,0.0108,3 Doors Down,0.493,264800,0.88,0,1aC1IBAETh2XYGOE8kCC6t,2.660000000000001e-05,6,0.226,-6.424,0,Loser,58,0.0693,147.91299999999995,3 Doors Down - Loser
0.493,2000,0.144,Hank Williams,0.688,255000,0.459,0,5jVGZTrDusSvwhRDPmZMSB,0.0,7,0.0816,-9.353,1,A Country Boy Can Survive,56,0.0365,75.184,Hank Williams - A Country Boy Can Survive
0.8909999999999999,2000,0.175,Jagged Edge,0.7609999999999999,263227,0.627,0,1PmHkalaUHhh0fz23SBHDL,0.0,1,0.128,-5.553999999999999,1,Let's Get Married,58,0.0538,109.821,Jagged Edge - Let's Get Married
0.221,2000,0.16,DAngelo,0.838,430800,0.304,0,4oPNN7syJYSjzDhRerF966,0.0257,4,0.0828,-9.975,0,Untitled (How Does It Feel),60,0.0628,112.618,DAngelo - Untitled (How Does It Feel)
0.339,2000,0.342,Musiq Soulchild,0.569,304667,0.385,0,6uSa5iCMwPr10Ftpz8w09b,0.0,1,0.0876,-9.919,0,Love,55,0.0499,99.738,Musiq Soulchild - Love
0.039,2000,0.907,Enya,0.23,156880,0.159,0,0y6DSMwFO6cLKN1XB85cGV,0.924,5,0.102,-16.315,1,A Day Without Rain,63,0.0323,70.61399999999998,Enya - A Day Without Rain
0.286,2000,0.0334,Coldplay,0.396,304200,0.8029999999999999,0,0qksx8mV28lztYIZ1om8ml,0.0,4,0.0688,-6.186,1,Shiver,66,0.0487,116.705,Coldplay - Shiver
0.7140000000000001,2000,0.431,Modest Mouse,0.395,259840,0.443,0,1pPqVrG2RCHXx81Aw4xp99,0.0352,4,0.504,-7.972,1,Gravity Rides Everything,56,0.0396,103.262,Modest Mouse - Gravity Rides Everything
0.581,2000,0.128,Nelly,0.84,327933,0.591,1,1LnEW2Dx4pFZ4yZ4dXFY4f,0.0,8,0.251,-6.4220000000000015,1,Batter Up,57,0.258,159.711,Nelly - Batter Up
0.912,2000,0.0904,The Beatles,0.564,139347,0.8270000000000001,0,5hhF25sWnZvXhimOHLjTRE,3.73e-06,7,0.127,-7.089,1,I Feel Fine - Remastered 2015,63,0.0283,89.84700000000002,The Beatles - I Feel Fine - Remastered 2015
0.205,2000,0.315,Radiohead,0.168,356333,0.302,0,69pwmeyvQMuHMtkCmpEWhQ,0.79,6,0.11,-11.645,0,How To Disappear Completely,62,0.0344,102.041,Radiohead - How To Disappear Completely
0.6459999999999999,2000,0.136,Jagged Edge,0.7509999999999999,246720,0.568,0,1X1KDnhTnb28tpJlgOV3lD,0.0,5,0.0288,-5.431,0,Promise,57,0.0872,128.002,Jagged Edge - Promise
0.306,2000,0.00528,3 Doors Down,0.487,265907,0.7020000000000001,0,3PbHle8KhJp6GuO1jLdEmQ,4.97e-06,7,0.129,-6.0429999999999975,1,Be Like That,60,0.0238,95.982,3 Doors Down - Be Like That
0.731,2000,0.12,The Beatles,0.665,169000,0.782,0,29b2b96jozyD9GPCkOrVLs,4.19e-06,6,0.125,-8.437999999999999,0,Day Tripper - Remastered 2015,62,0.0307,137.453,The Beatles - Day Tripper - Remastered 2015
0.359,2000,0.0037,Linkin Park,0.421,203267,0.978,0,5uuXtfqM7Wp3idCxyHeOll,0.0,6,0.111,-4.004,0,With You,63,0.302,196.921,Linkin Park - With You
0.841,2000,0.147,The Beatles,0.472,138200,0.856,0,0Ui8KPWZbJJQ2Y0CIQuVqX,2.78e-06,7,0.595,-6.03,1,Paperback Writer - Remastered 2015,62,0.0562,78.696,The Beatles - Paperback Writer - Remastered 2015
0.721,2000,0.375,Linkin Park,0.73,260560,0.585,0,0fxGA5lxrdYNYoE7yJxTNZ,0.0101,0,0.147,-9.274,1,My December,63,0.0238,100.021,Linkin Park - My December
0.773,2000,0.334,Los Cadetes De Linares,0.6829999999999999,182373,0.556,0,2c6j8sFoaNDbMfolV1eJFp,0.000414,5,0.0702,-12.146,1,Flor de Capomo,62,0.0706,112.784,Los Cadetes De Linares - Flor de Capomo
0.63,2000,0.00114,Rage Against The Machine,0.598,244693,0.939,1,4K1DB7EedHPuVnhVrnvf2U,9.26e-06,7,0.288,-3.663,1,How I Could Just Kill a Man,59,0.105,95.884,Rage Against The Machine - How I Could Just Kill a Man
0.294,2000,0.623,Jill Scott,0.649,285747,0.3,0,2PzYqACbv12FNhrlHPfJEH,4.46e-06,3,0.125,-14.74,0,He Loves Me (Lyzel in E Flat),54,0.0498,99.989,Jill Scott - He Loves Me (Lyzel in E Flat)
0.5529999999999999,2000,0.726,Enya,0.6,227493,0.3720000000000001,0,4MJ4El9vcKHOQT2RNIhrh2,0.59,0,0.154,-10.477,1,Wild Child,63,0.0256,79.705,Enya - Wild Child
0.794,2000,0.0238,Hank Williams,0.66,242960,0.523,0,2lYMQJyM2LOGEG3rVkdFod,0.0,4,0.142,-12.068,1,Family Tradition,55,0.0608,126.342,Hank Williams - Family Tradition
0.339,2000,0.0171,Linkin Park,0.544,189800,0.935,0,6UzeOH4bRPzKTo2wCXMZmC,0.00301,6,0.297,-4.159,0,By Myself,61,0.173,103.026,Linkin Park - By Myself
0.478,2000,0.237,The Avalanches,0.516,261000,0.916,0,516V4vS25xnGdVgkBWO6Wf,0.0,7,0.636,-7.255,1,Since I Left You,58,0.0644,102.779,The Avalanches - Since I Left You
0.597,2000,0.00152,Limp Bizkit,0.6,230240,0.938,0,6Zj3YsYfj8YTY9aGMDnpn8,1.4800000000000002e-05,1,0.369,-3.615,1,Hot Dog,62,0.0701,101.183,Limp Bizkit - Hot Dog
0.573,2000,0.127,Eminem,0.81,319600,0.7240000000000001,1,18ohWhzbMCynq5QJ68ifkW,0.0,4,0.306,-6.153,0,Criminal,60,0.268,101.941,Eminem - Criminal
0.539,2000,0.58,Johnny Cash,0.626,128200,0.539,0,5AmPClBlU5sK45i6kMSngt,0.0,9,0.309,-8.372,1,I Won't Back Down,54,0.0288,113.702,Johnny Cash - I Won't Back Down
0.643,2000,0.247,Avant,0.7979999999999999,255600,0.48,0,5S0cvScXb33JVpjTiY9Ivi,0.0,0,0.237,-5.564,1,Separated,55,0.0276,108.241,Avant - Separated
0.453,2000,0.0187,Jill Scott,0.7170000000000001,255733,0.402,0,49aUxrufliNDGj7MTm7pNU,0.0113,1,0.0994,-9.712,1,The Way,53,0.0316,140.418,Jill Scott - The Way
0.268,2000,0.0361,Eminem,0.7290000000000001,321267,0.759,1,3X4Oz9LjhhtgyOhVNlfoYa,0.0,11,0.0694,-3.177,0,Marshall Mathers,59,0.127,95.935,Eminem - Marshall Mathers
0.342,2000,0.00231,Limp Bizkit,0.458,221000,0.978,1,6holGuk1jKHTdWyWBOZi8l,2.12e-06,11,0.111,-2.389,1,My Generation,66,0.191,104.012,Limp Bizkit - My Generation
0.357,2000,0.871,The Beatles,0.401,125320,0.189,0,4E5rL7YL0hVUPqeMSpjEF2,0.0,0,0.0968,-11.189,1,Yesterday - Remastered 2015,60,0.0287,94.509,The Beatles - Yesterday - Remastered 2015
0.269,2000,0.0703,Ryan Adams,0.581,318102,0.271,0,0lngUitwRDbvZ5yVO76dVN,0.0048,10,0.187,-10.963,1,Come Pick Me Up,56,0.0352,123.625,Ryan Adams - Come Pick Me Up
0.421,2000,0.0748,Ryan Adams,0.486,184672,0.73,0,0aLk2Za7r0eGlLOepW2hzL,0.000214,7,0.361,-6.4620000000000015,1,"To Be Young (Is to Be Sad, Is to Be High)",55,0.042,92.582,"Ryan Adams - To Be Young (Is to Be Sad, Is to Be High)"
0.851,2000,0.0146,Eminem,0.878,309760,0.595,1,3xVtc7PB4V3AqAfq4Iahli,6.8e-05,11,0.328,-3.924,0,I'm Back,59,0.203,89.995,Eminem - I'm Back
0.574,2000,0.141,The Beatles,0.65,136827,0.777,0,1raiIrqaqRAqZmQWZlLuBd,0.343,2,0.215,-4.984,1,Lady Madonna - Remastered 2015,61,0.0294,109.608,The Beatles - Lady Madonna - Remastered 2015
0.8270000000000001,2000,0.358,Los Originales De San Juan,0.77,156160,0.773,0,2n4F4KH34FujRuaNmFILv7,0.0,7,0.0478,-5.742999999999999,1,La Caspa Del Diablo,57,0.223,112.401,Los Originales De San Juan - La Caspa Del Diablo
0.498,2000,0.0132,Linkin Park,0.615,194427,0.947,0,7kxM3UJwN6rHAW5kwdlAHK,0.0,8,0.366,-3.817,0,Forgotten,61,0.11,108.193,Linkin Park - Forgotten
0.279,2000,0.000391,Linkin Park,0.484,191440,0.913,0,1gAaRSN57UYVRI4eWRyAvP,0.0,6,0.309,-4.305,1,Pushing Me Away,61,0.0425,103.103,Linkin Park - Pushing Me Away
0.653,2000,0.238,Thievery Corporation,0.8079999999999999,286906,0.8370000000000001,0,66KcXPDs1hr8T06KvlJCeA,0.86,9,0.0624,-6.5829999999999975,0,Lebanese Blonde,52,0.046,92.002,Thievery Corporation - Lebanese Blonde
0.648,2000,0.0635,The Beatles,0.378,135693,0.677,0,1hTUFqJuQAMjXVGwUPWDqi,0.0,2,0.183,-8.63,1,We Can Work It Out - Remastered 2015,61,0.0298,106.071,The Beatles - We Can Work It Out - Remastered 2015
