valence,year,acousticness,artists,danceability,duration_ms,energy,id,instrumentalness,liveness,loudness,name,popularity,speechiness,tempo,artists_song,cluster_pca
0.599,2000,0.26,Joe,0.725,296693,0.487,1m2xMsxbtxv21Brome189p,1.09e-05,0.431,-5.959,I Wanna Know,65,0.0368,136.086,Joe - I Wanna Know,18
0.609,2000,0.02,Limp Bizkit,0.5760000000000001,272973,0.8640000000000001,2gSVKxPDww9Eep5rdvtdem,1.68e-06,0.6829999999999999,-3.981,My Way,71,0.0462,97.225,Limp Bizkit - My Way,18
0.466,2000,0.354,*NSYNC,0.55,284760,0.5870000000000001,46n2EGFnPC3tzWCN1Aqe26,0.0,0.128,-6.279,This I Promise You,70,0.0329,165.975,*NSYNC - This I Promise You,18
0.7909999999999999,2000,0.0024,Ja Rule,0.831,262827,0.79,0OvwzS8FX73Bw7ykMRmffU,0.0,0.0515,-4.714,Put It On Me,64,0.165,93.14,Ja Rule - Put It On Me,18
0.1639999999999999,2000,0.871,Christina Aguilera,0.244,243133,0.274,0iV9yfj1knFNOSEiuTHZwl,1.18e-05,0.0897,-10.433,Have Yourself a Merry Little Christmas,66,0.04,68.53399999999999,Christina Aguilera - Have Yourself a Merry Little Christmas,4
0.769,2000,0.00184,Rage Against The Machine,0.6509999999999999,274160,0.908,5YBVDvTSSSiqv7KZDeUlXA,0.000579,0.384,-4.019,Renegades Of Funk,66,0.0577,123.851,Rage Against The Machine - Renegades Of Funk,18
0.653,2000,0.0555,OutKast,0.746,304227,0.978,3WibbMr6canxRJXhNtAvLU,4.11e-05,0.026,-5.324,B.O.B. - Bombs Over Baghdad,64,0.0978,153.809,OutKast - B.O.B. - Bombs Over Baghdad,18
0.361,2000,0.4270000000000001,Matchbox Twenty,0.544,274933,0.659,2f5N826udWfjT9iomeaBJt,1.33e-06,0.126,-7.191,If You're Gone,66,0.0298,109.933,Matchbox Twenty - If You're Gone,18
0.816,2000,0.48,Erykah Badu,0.753,238733,0.472,7pv80uUHfocFqfTytu1MVi,0.0133,0.284,-9.761,Didn't Cha Know,64,0.121,135.27700000000002,Erykah Badu - Didn't Cha Know,18
0.213,2000,0.841,Enya,0.418,218547,0.249,6FLwmdmW77N1Pxb1aWsZmO,0.6609999999999999,0.112,-13.744000000000002,Only Time,71,0.0301,82.803,Enya - Only Time,4
0.561,2000,0.000916,Mindless Self Indulgence,0.63,163707,0.76,09RhTAi0nuzCs5KS2XWSs5,0.000856,0.0766,-10.347,Faggot,65,0.115,152.042,Mindless Self Indulgence - Faggot,18
0.779,2000,0.0783,Eminem,0.918,288200,0.586,7lgvU7WnwcNZ8dbGUz8yhP,0.0,0.145,-2.89,Bitch Please II,69,0.133,95.517,Eminem - Bitch Please II,23
0.271,2000,9.62e-05,Mudvayne,0.623,162293,0.983,7vrLphPq4yjaX7jiDdd2Nc,0.0617,0.261,-3.548,Dig,63,0.151,134.975,Mudvayne - Dig,18
0.518,2000,0.252,Backstreet Boys,0.575,230093,0.7859999999999999,35o9a4iAfLl5jRmqMX9c1D,0.0,0.159,-4.353,Shape of My Heart,73,0.0296,96.102,Backstreet Boys - Shape of My Heart,18
0.504,2000,0.5539999999999999,Joan Sebastian,0.5720000000000001,207586,0.433,7jtbRKtXtGtsJOBMaBo72W,7.37e-05,0.108,-8.086,Me Gustas,71,0.0294,145.375,Joan Sebastian - Me Gustas,18
0.0635,2000,0.8270000000000001,Radiohead,0.157,222600,0.145,4DPQvbgSM0IdX4O3HOACwL,0.8859999999999999,0.109,-21.359,Treefingers,63,0.0354,138.305,Radiohead - Treefingers,4
0.968,2000,0.523,Los Tucanes De Tijuana,0.92,162840,0.629,1yxJIFPhP2EqnQ6oWJKbmP,0.0,0.116,-4.717,Mis Tres Viejas,64,0.0343,98.865,Los Tucanes De Tijuana - Mis Tres Viejas,18
0.627,2000,0.0849,Sade,0.653,274933,0.429,7H3ojI1BsVy0dEJENqMt1k,0.00371,0.0693,-10.473,By Your Side,68,0.0297,146.07299999999995,Sade - By Your Side,18
0.607,2000,0.138,Nelly Furtado,0.622,243160,0.608,4sUoWHVnJl8z3t4zdqf6xB,5.38e-06,0.273,-5.085,I'm Like A Bird,61,0.036,89.661,Nelly Furtado - I'm Like A Bird,18
0.195,2000,0.189,Coldplay,0.565,273427,0.546,0R8P9KfGJCDULmlEoBagcO,0.0015,0.17,-7.496,Trouble,72,0.0314,139.757,Coldplay - Trouble,18
0.5539999999999999,2000,0.404,Musiq Soulchild,0.754,251427,0.376,5jgEJXjECdlhzNgfITSTVm,0.0,0.358,-7.561,Just Friends (Sunny),59,0.204,95.018,Musiq Soulchild - Just Friends (Sunny),18
0.512,2000,0.0175,Limp Bizkit,0.425,321040,0.852,2avKuMN2QXkaG9vvHa2JLt,0.306,0.0935,-5.607,Take A Look Around,72,0.046,101.968,Limp Bizkit - Take A Look Around,18
0.457,2000,0.0144,Linkin Park,0.603,184640,0.908,5rAxhWcgFng3s570sGO2F8,0.0,0.6709999999999999,-5.254,A Place for My Head,66,0.184,133.063,Linkin Park - A Place for My Head,18
0.892,2000,0.00919,Three 6 Mafia,0.944,261973,0.8390000000000001,2EduiM2UNwjCC7PsLxnOCH,0.0,0.0921,-4.141,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),58,0.108,136.019,Three 6 Mafia - Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),18
0.8420000000000001,2000,0.128,Britney Spears,0.7070000000000001,203000,0.923,5QhBKPqsnX1uY9fZNaAtZg,0.000437,0.273,-3.957,Stronger,66,0.0521,108.049,Britney Spears - Stronger,18
0.223,2000,0.00188,Deftones,0.345,368667,0.797,7IoK6jZBxY7NMoQPoPXZCF,0.0668,0.145,-6.152,Passenger,62,0.0551,117.987,Deftones - Passenger,18
0.624,2000,0.76,Joan Sebastian,0.569,273009,0.483,47PiSg7z5qjUyEGKN4I1g7,4.75e-05,0.106,-7.1110000000000015,Secreto De Amor,67,0.0421,96.502,Joan Sebastian - Secreto De Amor,18
0.836,2000,0.0492,Phoenix,0.755,266600,0.5529999999999999,3AA8xNhDC0MpqwkGX3EP5V,0.00607,0.0646,-9.449,If I Ever Feel Better,66,0.107,119.7,Phoenix - If I Ever Feel Better,18
0.542,2000,0.0263,Mindless Self Indulgence,0.696,165693,0.72,7wwLxmUVLCfySaJ0fdyelI,0.0647,0.192,-6.803999999999999,Bitches,61,0.0976,95.897,Mindless Self Indulgence - Bitches,18
0.4270000000000001,2000,0.03,Linkin Park,0.512,200240,0.97,5egqKwgK5r5rvGD1LrtR7J,0.0,0.0994,-3.886,Points of Authority,66,0.212,94.952,Linkin Park - Points of Authority,18
0.966,2000,0.262,Britney Spears,0.765,206227,0.7909999999999999,2TTYIwTM2iLC1YOyHuhRMt,0.000154,0.0669,-5.7070000000000025,Lucky,65,0.0317,95.026,Britney Spears - Lucky,18
0.912,2000,0.26,The Beatles,0.377,140920,0.916,6nEkxYIEnrbYH7h1hJ8Xn6,0.0,0.074,-3.199,She Loves You - Mono / Remastered,67,0.0481,75.533,The Beatles - She Loves You - Mono / Remastered,18
0.629,2000,0.222,Los Tucanes De Tijuana,0.665,164467,0.599,587p8shYuTXUhThG3t9x60,0.0,0.123,-5.082,El Amor Soñado,63,0.0264,142.975,Los Tucanes De Tijuana - El Amor Soñado,18
0.186,2000,0.992,Frédéric Chopin,0.225,259493,0.0047,2MSgFefjK0T7Iwjvr3OKqV,0.8809999999999999,0.0722,-30.928,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",66,0.0509,163.665,"Frédéric Chopin - Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",4
0.406,2000,0.0732,Nelly,0.8340000000000001,285907,0.481,4bUfMNNmiCmPXVyWzIfKeZ,0.0,0.0934,-7.824,E.I.,59,0.188,89.84899999999998,Nelly - E.I.,18
0.508,2000,0.112,Jagged Edge,0.721,244053,0.836,3VEZvzr84WVnoorZ4tlBSw,0.0,0.235,-3.972,He Can't Love U,59,0.206,126.279,Jagged Edge - He Can't Love U,18
0.0623,2000,0.6990000000000001,Radiohead,0.293,251427,0.462,5AiNZnMDCWwujIENPj9PV9,0.0444,0.0954,-11.412,Everything In Its Right Place,65,0.0453,124.004,Radiohead - Everything In Its Right Place,4
0.211,2000,0.00383,A Perfect Circle,0.518,219640,0.7440000000000001,5kHkaBN8OEQlmXfQkACxSt,0.0069999999999999,0.078,-8.248,3 Libras,60,0.0374,144.019,A Perfect Circle - 3 Libras,18
0.8009999999999999,2000,0.301,JAY-Z,0.8,227867,0.922,0s46SltT4On0Z6kglK1I5c,9.31e-06,0.0352,-5.125,I Just Wanna Love U (Give It 2 Me),60,0.24,98.631,JAY-Z - I Just Wanna Love U (Give It 2 Me),31
0.453,2000,0.206,Coldplay,0.602,136867,0.612,2QhURnm7mQDxBb5jWkbDug,0.00607,0.107,-8.408999999999999,Don't Panic,65,0.0335,122.062,Coldplay - Don't Panic,18
0.614,2000,5.59e-05,The Offspring,0.491,202573,0.966,6hwQ69v7VbPhTTR2fOtYX7,0.0,0.307,-4.28,Want You Bad,67,0.0538,105.544,The Offspring - Want You Bad,18
0.34,2000,0.517,Joan Sebastian,0.594,199483,0.39,5susfx6SX1tebTCLSxe74K,0.0,0.118,-9.174,Un Idiota,66,0.0396,85.366,Joan Sebastian - Un Idiota,18
0.446,2000,0.0142,Linkin Park,0.636,183973,0.884,6xtQ23d8GEXgcxyUKPtwc5,0.0,0.253,-4.743,Runaway,64,0.0584,109.16,Linkin Park - Runaway,18
0.504,2000,0.00122,Deftones,0.338,255373,0.8590000000000001,2jSJm3Gv6GLxduWLenmjKS,0.211,0.0936,-4.938,Digital Bath,61,0.0824,92.966,Deftones - Digital Bath,18
0.28,2000,0.0617,Jill Scott,0.713,280973,0.541,1CeizRCGEYPWooEeVfmyFL,0.000137,0.112,-9.295,A Long Walk,55,0.248,75.714,Jill Scott - A Long Walk,18
0.259,2000,0.00573,Switchfoot,0.426,247893,0.8809999999999999,4x3381mYJqptPqT6OKUfmu,0.0693,0.389,-4.526,Dare You To Move,59,0.0404,139.986,Switchfoot - Dare You To Move,18
0.443,2000,0.984,Gillian Welch,0.688,237867,0.26,4rJtUMlnhJzlzlnxyoc3tb,0.0247,0.112,-13.686,I'll Fly Away,57,0.0349,102.935,Gillian Welch - I'll Fly Away,4
0.389,2000,0.0108,3 Doors Down,0.493,264800,0.88,1aC1IBAETh2XYGOE8kCC6t,2.660000000000001e-05,0.226,-6.424,Loser,58,0.0693,147.91299999999995,3 Doors Down - Loser,18
0.493,2000,0.144,Hank Williams,0.688,255000,0.459,5jVGZTrDusSvwhRDPmZMSB,0.0,0.0816,-9.353,A Country Boy Can Survive,56,0.0365,75.184,Hank Williams - A Country Boy Can Survive,18
0.8909999999999999,2000,0.175,Jagged Edge,0.7609999999999999,263227,0.627,1PmHkalaUHhh0fz23SBHDL,0.0,0.128,-5.553999999999999,Let's Get Married,58,0.0538,109.821,Jagged Edge - Let's Get Married,18
0.221,2000,0.16,DAngelo,0.838,430800,0.304,4oPNN7syJYSjzDhRerF966,0.0257,0.0828,-9.975,Untitled (How Does It Feel),60,0.0628,112.618,DAngelo - Untitled (How Does It Feel),23
0.339,2000,0.342,Musiq Soulchild,0.569,304667,0.385,6uSa5iCMwPr10Ftpz8w09b,0.0,0.0876,-9.919,Love,55,0.0499,99.738,Musiq Soulchild - Love,18
0.039,2000,0.907,Enya,0.23,156880,0.159,0y6DSMwFO6cLKN1XB85cGV,0.924,0.102,-16.315,A Day Without Rain,63,0.0323,70.61399999999998,Enya - A Day Without Rain,4
0.286,2000,0.0334,Coldplay,0.396,304200,0.8029999999999999,0qksx8mV28lztYIZ1om8ml,0.0,0.0688,-6.186,Shiver,66,0.0487,116.705,Coldplay - Shiver,18
0.7140000000000001,2000,0.431,Modest Mouse,0.395,259840,0.443,1pPqVrG2RCHXx81Aw4xp99,0.0352,0.504,-7.972,Gravity Rides Everything,56,0.0396,103.262,Modest Mouse - Gravity Rides Everything,22
0.581,2000,0.128,Nelly,0.84,327933,0.591,1LnEW2Dx4pFZ4yZ4dXFY4f,0.0,0.251,-6.4220000000000015,Batter Up,57,0.258,159.711,Nelly - Batter Up,18
0.912,2000,0.0904,The Beatles,0.564,139347,0.8270000000000001,5hhF25sWnZvXhimOHLjTRE,3.73e-06,0.127,-7.089,I Feel Fine - Remastered 2015,63,0.0283,89.84700000000002,The Beatles - I Feel Fine - Remastered 2015,18
0.205,2000,0.315,Radiohead,0.168,356333,0.302,69pwmeyvQMuHMtkCmpEWhQ,0.79,0.11,-11.645,How To Disappear Completely,62,0.0344,102.041,Radiohead - How To Disappear Completely,4
0.6459999999999999,2000,0.136,Jagged Edge,0.7509999999999999,246720,0.568,1X1KDnhTnb28tpJlgOV3lD,0.0,0.0288,-5.431,Promise,57,0.0872,128.002,Jagged Edge - Promise,18
0.306,2000,0.00528,3 Doors Down,0.487,265907,0.7020000000000001,3PbHle8KhJp6GuO1jLdEmQ,4.97e-06,0.129,-6.0429999999999975,Be Like That,60,0.0238,95.982,3 Doors Down - Be Like That,18
0.731,2000,0.12,The Beatles,0.665,169000,0.782,29b2b96jozyD9GPCkOrVLs,4.19e-06,0.125,-8.437999999999999,Day Tripper - Remastered 2015,62,0.0307,137.453,The Beatles - Day Tripper - Remastered 2015,18
0.359,2000,0.0037,Linkin Park,0.421,203267,0.978,5uuXtfqM7Wp3idCxyHeOll,0.0,0.111,-4.004,With You,63,0.302,196.921,Linkin Park - With You,18
0.841,2000,0.147,The Beatles,0.472,138200,0.856,0Ui8KPWZbJJQ2Y0CIQuVqX,2.78e-06,0.595,-6.03,Paperback Writer - Remastered 2015,62,0.0562,78.696,The Beatles - Paperback Writer - Remastered 2015,18
0.721,2000,0.375,Linkin Park,0.73,260560,0.585,0fxGA5lxrdYNYoE7yJxTNZ,0.0101,0.147,-9.274,My December,63,0.0238,100.021,Linkin Park - My December,18
0.773,2000,0.334,Los Cadetes De Linares,0.6829999999999999,182373,0.556,2c6j8sFoaNDbMfolV1eJFp,0.000414,0.0702,-12.146,Flor de Capomo,62,0.0706,112.784,Los Cadetes De Linares - Flor de Capomo,30
0.63,2000,0.00114,Rage Against The Machine,0.598,244693,0.939,4K1DB7EedHPuVnhVrnvf2U,9.26e-06,0.288,-3.663,How I Could Just Kill a Man,59,0.105,95.884,Rage Against The Machine - How I Could Just Kill a Man,18
0.294,2000,0.623,Jill Scott,0.649,285747,0.3,2PzYqACbv12FNhrlHPfJEH,4.46e-06,0.125,-14.74,He Loves Me (Lyzel in E Flat),54,0.0498,99.989,Jill Scott - He Loves Me (Lyzel in E Flat),18
0.5529999999999999,2000,0.726,Enya,0.6,227493,0.3720000000000001,4MJ4El9vcKHOQT2RNIhrh2,0.59,0.154,-10.477,Wild Child,63,0.0256,79.705,Enya - Wild Child,4
0.794,2000,0.0238,Hank Williams,0.66,242960,0.523,2lYMQJyM2LOGEG3rVkdFod,0.0,0.142,-12.068,Family Tradition,55,0.0608,126.342,Hank Williams - Family Tradition,18
0.339,2000,0.0171,Linkin Park,0.544,189800,0.935,6UzeOH4bRPzKTo2wCXMZmC,0.00301,0.297,-4.159,By Myself,61,0.173,103.026,Linkin Park - By Myself,18
0.478,2000,0.237,The Avalanches,0.516,261000,0.916,516V4vS25xnGdVgkBWO6Wf,0.0,0.636,-7.255,Since I Left You,58,0.0644,102.779,The Avalanches - Since I Left You,18
0.597,2000,0.00152,Limp Bizkit,0.6,230240,0.938,6Zj3YsYfj8YTY9aGMDnpn8,1.4800000000000002e-05,0.369,-3.615,Hot Dog,62,0.0701,101.183,Limp Bizkit - Hot Dog,18
0.573,2000,0.127,Eminem,0.81,319600,0.7240000000000001,18ohWhzbMCynq5QJ68ifkW,0.0,0.306,-6.153,Criminal,60,0.268,101.941,Eminem - Criminal,23
0.539,2000,0.58,Johnny Cash,0.626,128200,0.539,5AmPClBlU5sK45i6kMSngt,0.0,0.309,-8.372,I Won't Back Down,54,0.0288,113.702,Johnny Cash - I Won't Back Down,18
0.643,2000,0.247,Avant,0.7979999999999999,255600,0.48,5S0cvScXb33JVpjTiY9Ivi,0.0,0.237,-5.564,Separated,55,0.0276,108.241,Avant - Separated,18
0.453,2000,0.0187,Jill Scott,0.7170000000000001,255733,0.402,49aUxrufliNDGj7MTm7pNU,0.0113,0.0994,-9.712,The Way,53,0.0316,140.418,Jill Scott - The Way,18
0.268,2000,0.0361,Eminem,0.7290000000000001,321267,0.759,3X4Oz9LjhhtgyOhVNlfoYa,0.0,0.0694,-3.177,Marshall Mathers,59,0.127,95.935,Eminem - Marshall Mathers,23
0.342,2000,0.00231,Limp Bizkit,0.458,221000,0.978,6holGuk1jKHTdWyWBOZi8l,2.12e-06,0.111,-2.389,My Generation,66,0.191,104.012,Limp Bizkit - My Generation,18
0.357,2000,0.871,The Beatles,0.401,125320,0.189,4E5rL7YL0hVUPqeMSpjEF2,0.0,0.0968,-11.189,Yesterday - Remastered 2015,60,0.0287,94.509,The Beatles - Yesterday - Remastered 2015,18
0.269,2000,0.0703,Ryan Adams,0.581,318102,0.271,0lngUitwRDbvZ5yVO76dVN,0.0048,0.187,-10.963,Come Pick Me Up,56,0.0352,123.625,Ryan Adams - Come Pick Me Up,18
0.421,2000,0.0748,Ryan Adams,0.486,184672,0.73,0aLk2Za7r0eGlLOepW2hzL,0.000214,0.361,-6.4620000000000015,"To Be Young (Is to Be Sad, Is to Be High)",55,0.042,92.582,"Ryan Adams - To Be Young (Is to Be Sad, Is to Be High)",18
0.851,2000,0.0146,Eminem,0.878,309760,0.595,3xVtc7PB4V3AqAfq4Iahli,6.8e-05,0.328,-3.924,I'm Back,59,0.203,89.995,Eminem - I'm Back,23
0.574,2000,0.141,The Beatles,0.65,136827,0.777,1raiIrqaqRAqZmQWZlLuBd,0.343,0.215,-4.984,Lady Madonna - Remastered 2015,61,0.0294,109.608,The Beatles - Lady Madonna - Remastered 2015,18
0.8270000000000001,2000,0.358,Los Originales De San Juan,0.77,156160,0.773,2n4F4KH34FujRuaNmFILv7,0.0,0.0478,-5.742999999999999,La Caspa Del Diablo,57,0.223,112.401,Los Originales De San Juan - La Caspa Del Diablo,18
0.498,2000,0.0132,Linkin Park,0.615,194427,0.947,7kxM3UJwN6rHAW5kwdlAHK,0.0,0.366,-3.817,Forgotten,61,0.11,108.193,Linkin Park - Forgotten,18
0.279,2000,0.000391,Linkin Park,0.484,191440,0.913,1gAaRSN57UYVRI4eWRyAvP,0.0,0.309,-4.305,Pushing Me Away,61,0.0425,103.103,Linkin Park - Pushing Me Away,18
0.653,2000,0.238,Thievery Corporation,0.8079999999999999,286906,0.8370000000000001,66KcXPDs1hr8T06KvlJCeA,0.86,0.0624,-6.5829999999999975,Lebanese Blonde,52,0.046,92.002,Thievery Corporation - Lebanese Blonde,18
0.648,2000,0.0635,The Beatles,0.378,135693,0.677,1hTUFqJuQAMjXVGwUPWDqi,0.0,0.183,-8.63,We Can Work It Out - Remastered 2015,61,0.0298,106.071,The Beatles - We Can Work It Out - Remastered 2015,18
0.366,2000,0.0129,Mariah Carey,0.608,251640,0.76,6nTcn8CybBcx0t7IaXEJ6O,0.0,0.332,-5.851,Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,58,0.242,168.21099999999996,Mariah Carey - Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,18
0.903,2001,0.0371,Jimmy Eat World,0.643,165853,0.8490000000000001,6GG73Jik4jUlQCkKg9JuGO,0.0,0.058,-5.428,The Middle,78,0.0526,162.15200000000004,Jimmy Eat World - The Middle,18
0.499,2001,0.154,Train,0.468,259933,0.64,2hKdd3qO7cWr2Jo0Bcs0MA,0.0,0.154,-5.862,Drops of Jupiter (Tell Me),78,0.0275,79.297,Train - Drops of Jupiter (Tell Me),18
0.6920000000000001,2001,0.000481,Papa Roach,0.589,199907,0.89,5W8YXBz9MTIDyrpYaCg2Ky,0.00082,0.201,-3.719,Last Resort,80,0.0603,90.598,Papa Roach - Last Resort,18
0.6609999999999999,2001,0.00719,Weezer,0.654,200307,0.81,2MLHyLy5z5l5YRp7momlgw,0.00251,0.165,-6.26,Island In The Sun,76,0.0288,114.623,Weezer - Island In The Sun,18
